,time,r_A_x,r_A_y,r_A_z,r_B_x,r_B_y,r_B_z,r_C_x,r_C_y,r_C_z,v_A_x,v_A_y,v_A_z,v_B_x,v_B_y,v_B_z,v_C_x,v_C_y,v_C_z
0,0.0,-317278475.747769,675376448.4303437,-4363543.462161778,407918938863.07074,-646343372474.4119,-6453738811.9344425,-1358812423937.8445,341007648623.6495,48139378411.97739,-9.834882856790362,-7.3143999322434645,1.0130162024633806,10888.02523177722,7594.829947361009,-274.1373176999493,-2865.825879109836,-9389.134752404221,278.3985367072363
1,86415.77505933905,-318128363.4235922,674744366.7435925,-4276002.903020097,408859383894.16125,-645686343599.0226,-6477421454.962323,-1359059831852.749,340196218029.16595,48163427766.24608,-9.834851625632368,-7.31444962741548,1.0130157128363295,10877.55729539487,7611.393183968764,-273.97182974178736,-2860.1636431774823,-9390.551448383767,278.19784090217973
2,172831.5501186781,-318978248.3971418,674112280.7641311,-4188462.3862732435,409798923195.1828,-645027883978.8215,-6501089769.434441,-1359306750439.401,339384665161.464,48187459773.71938,-9.834820315586915,-7.314499282369495,1.0130152212808954,10867.06308755812,7627.942986978225,-273.8056987365973,-2854.500904318574,-9391.96463431285,277.99706383440304
3,259247.32517801714,-319828130.66160256,673480190.4954408,-4100921.9120878414,410737554496.46185,-644367994776.6053,-6524743699.786724,-1359553179654.4355,338572990323.86255,48211474427.37886,-9.834788926695303,-7.31454889697195,1.0130147277974475,10856.542622045761,7644.479311922858,-273.638924808373,-2848.837664780869,-9393.374310302834,277.7962055953323
4,345663.1002373562,-320678010.2101633,672848095.9410144,-4013381.4806304686,411675275529.7534,-643706677158.8965,-6548383190.471623,-1359799119454.684,337761193819.6658,48235471720.21408,-9.834757458999057,-7.314598471089335,1.0130142323863598,10845.995912711136,7661.002114352476,-273.4715080828427,-2843.1739268113984,-9394.78047646658,277.59526627639076
5,432078.8752966953,-321527887.0360217,672215997.1043528,-3925841.0920675457,412612084029.7049,-643043932295.1655,-6572008185.994052,-1360044569797.1736,336949275952.13116,48259451645.22324,-9.834725912539774,-7.3146480045884985,1.0130137350480097,10835.422973431614,7677.511349936055,-273.3034486867652,-2837.5096926555843,-9396.18313291849,277.39424596896447
6,518494.6503560343,-322377761.1323725,671583893.988972,-3838300.7465656176,413547977730.0094,-642379761359.7168,-6595618630.817574,-1360289530639.125,336137237024.5521,48283414195.41163,-9.834694287359484,-7.314697497335878,1.0130132357827826,10824.823818228257,7694.006974205964,-273.1347467495468,-2831.8449645594133,-9397.582279774442,277.1931447644878
7,604910.4254153734,-323227632.4924126,670951786.5984,-3750760.4442912308,414482954365.0842,-641714165530.9681,-6619214469.404916,-1360534001937.9521,335325077340.2229,48307359363.7922,-9.834662583500517,-7.314746949197808,1.01301273459107,10814.198461222313,7710.488942660068,-272.9654024026912,-2826.1797447685844,-9398.977917151788,276.9919627544093
8,691326.2004747124,-324077501.109343,670319674.9361765,-3663220.185410892,415417011670.68115,-641047145991.1609,-6642795646.232814,-1360777983651.263,334512797202.42535,48331287143.38583,-9.83463080100545,-7.314796360040637,1.0130122314732692,10803.546916616908,7726.957210801555,-272.79541577955473,-2820.514035528169,-9400.370045169358,276.79070003017847
9,777741.9755340514,-324927366.9763685,669687559.0058528,-3575679.970091065,416350147383.88635,-640378703926.3597,-6666362105.79201,-1361021475736.8582,333700396914.4291,48355197527.22134,-9.834598939917102,-7.314845729730732,1.0130117264297829,10792.869198697044,7743.411734138943,-272.6247870153466,-2814.847839082612,-9401.758663947461,276.58935668324546
