,time,r_A_x,r_A_y,r_A_z,r_B_x,r_B_y,r_B_z,r_C_x,r_C_y,r_C_z,v_A_x,v_A_y,v_A_z,v_B_x,v_B_y,v_B_z,v_C_x,v_C_y,v_C_z
0,0.0,-317280412.0712372,675378396.8981627,-4362741.472866266,407918937395.27277,-646343371798.752,-6453738373.968986,-1358812426776.5273,341007650213.99896,48139377945.21588,-9.917953890306269,-4.981253494936717,-1.2221993313973232,10887.47348877747,7595.095756946467,-276.22820387244394,-2866.6343620220505,-9390.529184968978,277.12823206996774
1,86415.77505933905,-318137478.3948069,674947935.8691182,-4468358.796507818,408859334747.1575,-645686319953.2788,-6477601702.551465,-1359059904557.1035,340196099118.5634,48163317525.119934,-9.917922659157941,-4.981303190102864,-1.2221998210237877,10877.005555609994,7611.658991591883,-276.06271610750997,-2860.972125876684,-9391.945880295456,276.9275360936581
2,172831.5501186781,-318994542.01610476,674517470.5473648,-4573976.162544091,409798826369.52545,-645027837363.3275,-6501450702.61232,-1359306893009.3894,339384425750.0221,48187239758.19852,-9.917891349141248,-4.981352845039671,-1.2222003125774092,10866.511357340736,7628.208788848305,-275.89658569928906,-2855.3093863714284,-9393.359064272077,276.72675850106026
3,259247.32517801714,-319851602.92831695,674087000.9363846,-4679593.571141606,410737409993.2527,-644367925192.0205,-6525285318.622396,-1359553392089.984,338572630411.80615,48211144637.40265,-9.917859960297527,-4.981402459613702,-1.2222008060578176,10855.990907760093,7644.745104288903,-275.72981277231236,-2849.6461457589025,-9394.768737009033,276.52589938383153
4,345663.1002373562,-320708661.12463456,673656527.0396707,-4785211.022466826,411675083350.76685,-643706584606.1416,-6549105495.07208,-1359799401755.6812,337760713407.3295,48235032155.69144,-9.917828492668324,-4.981452033691588,-1.222201301464637,10845.444220728928,7661.267893511511,-275.5623974527882,-2843.982406290928,-9396.174898618028,276.32495883362384
5,432078.8752966953,-321565716.59825605,673226048.8607259,-4890828.516686083,412611844177.0232,-643043816775.5961,-6572911176.49535,-1360044921963.472,336948675039.9674,48258902306.03247,-9.917796946295294,-4.981501567140253,-1.2222017987974878,10834.871310142951,7677.777112209421,-275.3943398680984,-2838.3181702179168,-9397.577549212308,276.1239369420603
6,518494.6503560343,-322422769.3423773,672795566.4030671,-4996446.053965827,413547690206.0795,-642379622875.1067,-6596702307.3862,-1360289952670.5405,336136515613.12994,48282755081.40049,-9.917765321220516,-4.98155105982621,-1.2222022980559835,10824.272190041132,7694.272715941272,-275.22564014827043,-2832.6534397908376,-9398.976688906607,275.92283380081216
7,604910.4254153734,-323279819.3501971,672365079.6702234,-5102063.634472498,414482619172.9761,-641714004083.3824,-6620478832.244102,-1360534493834.2659,335324235430.22284,48306590474.777985,-9.917733617486354,-4.981600511615927,-1.2222027992397306,10813.646874554606,7710.754660248155,-275.05629842531897,-2826.988217260228,-9400.372317817142,275.7216495015593
8,691326.2004747124,-324136866.61491823,671934588.6657352,-5207681.258372487,415416628814.0831,-641046961582.9531,-6644240695.582456,-1360778545412.2197,334511834794.6396,48330408479.15542,-9.91770183513541,-4.981649922375881,-1.2222033023483305,10802.995377896217,7727.222900676353,-274.8863148331065,-2821.322504876,-9401.76443606162,275.520384135983
9,777741.9755340514,-324993911.12974745,671504093.3931546,-5313298.925832149,416349716867.10077,-640378496560.1687,-6667987841.928588,-1361022107362.1685,333699314009.76154,48354209087.53118,-9.917669974210536,-4.981699291972566,-1.2222038073813792,10792.31771436051,7743.677392777333,-274.7156895073435,-2815.6563048874414,-9403.153043759228,275.3190377957658
