,time,r_A_x,r_A_y,r_A_z,r_B_x,r_B_y,r_B_z,r_C_x,r_C_y,r_C_z,v_A_x,v_A_y,v_A_z,v_B_x,v_B_y,v_B_z,v_C_x,v_C_y,v_C_z
0,0.0,-317278831.58244103,675379982.6582649,-4360491.538028436,407918939357.80255,-646343374293.6808,-6453739529.125429,-1358812425436.0059,341007649895.75525,48139379394.03977,-10.14595689632763,-4.438406265963534,1.4520358078742464,10888.85908450436,7594.246538863966,-275.7731083095924,-2866.5746408992613,-9390.47533125293,279.0401470129025
1,86415.77505933905,-318155600.96249217,674996432.1932514,-4235012.759419134,408859456447.0768,-645686395834.1763,-6477563530.1993885,-1359059898055.7302,340196103454.13165,48163484193.55935,-10.145925665185345,-4.438455961116509,1.4520353182403196,10878.391153367102,7610.809769091026,-275.607618061983,-2860.9124045887334,-9391.892026538744,278.8394511695714
2,172831.5501186781,-319032367.6402724,674612877.435531,-4109534.023205821,409799067807.17175,-645027986630.9413,-6501373202.329919,-1359306881347.1353,339384434739.40857,48187571646.27612,-10.145894355186,-4.438505616014735,1.452034826664818,10867.89696088784,7627.359553467912,-275.44148037407643,-2855.24966457836,-9393.305210409171,278.63867396873303
3,259247.32517801714,-319909131.608969,674229318.3885884,-3984055.3295562644,410737771169.29047,-644368147847.8287,-6525168489.573289,-1359553375266.7908,338572644055.0229,48211641745.16349,-10.14586296637106,-4.438555230524794,1.4520343331481094,10857.376520900238,7643.895847575161,-275.2746953694222,-2849.586423121176,-9394.714882973758,278.43781550199924
4,345663.1002373562,-320785892.86177427,673845755.0559187,-3858576.678638164,411675564266.30597,-643706880652.2953,-6548949336.008115,-1359799379771.4617,337760731704.39185,48235694483.20294,-10.145831498782194,-4.438604804513367,1.4520338376905666,10846.82984730472,7660.41860702598,-275.1072631732092,-2843.922682469354,-9396.121044343567,278.23687586097407
5,432078.8752966953,-321662651.391887,673462187.4410269,-3733098.0706191165,412612444833.23834,-643044186215.1041,-6572715685.747336,-1360044894818.109,336948697990.90216,48259729853.38434,-10.145799952461205,-4.438654337847346,1.4520333402925663,10836.256954048316,7676.927787503917,-274.93918391197184,-2838.2584448738735,-9397.5236946312,278.03585513724096
6,518494.6503560343,-322539407.19250375,673078615.5474325,-3607619.505666829,413548410604.3853,-642380065711.766,-6596467482.867597,-1360289920363.888,336136543217.9721,48283747848.70469,-10.145768327450323,-4.43870383039325,1.4520328409544925,10825.657855217283,7693.4233445678965,-274.7704577148495,-2832.5937125861883,-9398.922833950743,277.83475342242804
7,604910.4254153734,-323416160.2568245,672695039.3786668,-3482140.9839489805,414483459315.18854,-641714520321.7006,-6620204671.4547615,-1360534456366.1475,335324267689.0121,48307748462.16888,-10.14573662379203,-4.438753282017572,1.452032339676736,10815.03256498517,7709.9052337699095,-274.6010847129155,-2826.928487857233,-9400.318462417767,277.63357080816877
8,691326.2004747124,-324292910.57805324,672311458.9382724,-3356662.5056332094,415417588702.41864,-641047551228.1476,-6643927195.608454,-1360778502782.4304,334511871707.4205,48331731686.789696,-10.145704841529062,-4.438802692586827,1.4520318364596927,10804.381097607233,7726.373410667147,-274.43106503910315,-2821.262772937319,-9401.710580149334,277.4323073860979
9,777741.9755340514,-325169658.1493979,671927874.2298032,-3231184.070887112,416350796504.1752,-640379159618.1671,-6667634999.442048,-1361022059570.474,333699355576.5836,48355697515.5879,-10.145672980704393,-4.438852061967542,1.4520313313037636,10793.703467420446,7742.827830822002,-274.2603988282054,-2815.596570076135,-9403.099187263997,277.23096324785126
10,864157.7505933905,-326046402.9640705,671544285.256825,-3105705.6798782446,417283080459.8865,-639709346682.6398,-6691328027.082678,-1361265126688.2095,332886719599.8758,48379645941.59215,-10.14564104136125,-4.438901390026261,1.4520308242093563,10782.999688843494,7759.268449802064,-274.08908621687505,-2809.9298815227467,-9404.484283881793,277.0295384850659
11,950573.5256527296,-326923145.0152869,671160692.0229148,-2980227.332774123,418214438310.30975,-639038113616.2665,-6715006222.6712265,-1361507704093.761,332073964080.6595,48403576957.83906,-10.1456090235431,-4.438950676629541,1.452030315176883,10772.269776376781,7775.695223180124,-273.91712734362477,-2804.262709525598,-9405.865870124255,276.8280331893802
