,time,r_A_x,r_A_y,r_A_z,r_B_x,r_B_y,r_B_z,r_C_x,r_C_y,r_C_z,v_A_x,v_A_y,v_A_z,v_B_x,v_B_y,v_B_z,v_C_x,v_C_y,v_C_z
0,0.0,-317280543.8220446,675377341.760214,-4361192.447548014,407918939456.56287,-646343374527.9988,-6453738980.355948,-1358812424435.3997,341007648944.11945,48139377668.00437,-9.538784165629346,-4.383104435184204,0.20672205935112012,10887.143605728525,7593.895925919096,-275.22031764531044,-2866.2681207998703,-9391.687714984835,278.12758667231685
1,86415.77505933905,-318104843.89997756,674998570.2457694,-4343328.421709216,408859308301.43286,-645686426366.8965,-6477515211.65415,-1359059870566.95,340195997733.422,48163403607.913246,-9.538752934489644,-4.3831541303462584,0.2067215697231891,10876.675675450313,7610.459159166872,-275.05482939332694,-2860.605884416834,-9393.10441005684,277.9268907722869
2,172831.5501186781,-318929141.2756402,674619794.4386163,-4325464.438265378,409798771417.2796,-645028047461.541,-6501277114.351155,-1359306827370.1697,339384224249.6631,48187412201.00924,-9.538721624498512,-4.383203785271736,0.20672107816548924,10866.181485703937,7627.0089526089505,-274.888697630257,-2854.943144222109,-9394.517593257837,277.7261133947983
3,259247.32517801714,-319753435.9422201,674241014.3422377,-4307600.497383247,410737326535.4644,-644368238975.2631,-6525024632.842771,-1359553294801.619,338572328796.3192,48211403440.25537,-9.538690235697304,-4.383253399827308,0.20672058467839077,10855.661050284752,7643.545261855658,-274.7219224804941,-2849.2799024704113,-9395.927264697042,277.5252546315439
4,345663.1002373562,-320577727.8929087,673862229.960128,-4289736.599229538,411674971388.54816,-643707002075.2275,-6548757711.535722,-1359799272818.053,337760311676.8572,48235377318.62259,-9.538658768127616,-4.3833029738796485,0.2067200892622694,10845.114383069706,7660.068042518181,-274.55450407026103,-2843.6161614158664,-9397.333424485176,277.32431457421944
5,432078.8752966953,-321402017.1209038,673483441.2957913,-4271872.743970863,412611703711.2401,-643044337931.9446,-6572476294.870926,-1360044761376.422,336948173194.71344,48259333829.090164,-9.538627221831195,-4.383352507295627,0.20671959191750505,10834.541497986253,7676.577250272401,-274.3864425271801,-2837.951923311456,-9398.73607273448,277.1232933145018
6,518494.6503560343,-322226303.61941427,673104648.3527397,-4254008.931773616,413547521241.92554,-642380247718.3771,-6596180327.361382,-1360289760433.8748,336135913653.2596,48283272964.64638,-9.538595596849763,-4.3834019999426435,0.20671909264447932,10823.942408953633,7693.072840971056,-274.21773797942404,-2832.287190408042,-9400.135209558775,276.922190944011
7,604910.4254153734,-323050587.38164,672725851.1345026,-4236145.162804469,414482421716.01666,-641714732613.3739,-6619869753.429107,-1360534269947.753,335323533355.94836,48307194718.2858,-9.538563893225676,-4.383451451687284,0.20671859144358454,10813.31713010122,7709.554770195954,-274.0483905587431,-2826.6219649582204,-9401.530835073354,276.72100755446195
8,691326.2004747124,-323874868.4007836,672347049.6446216,-4218281.437230079,415416402869.8133,-641047793799.8359,-6643544517.499157,-1360778289875.5928,334511032606.23004,48331099083.010765,-9.53853211100158,-4.383500862396058,0.20671808831521918,10802.665675655027,7726.022993503657,-273.8784003989457,-2820.9562492142263,-9402.922949394999,276.519743237581
9,777741.9755340514,-324699146.6700517,671968243.8866497,-4200417.755217064,416349462440.9847,-640379432464.475,-6667204564.011406,-1361021820175.1235,333698411707.54224,48354986051.83154,-9.538500250220359,-4.383550231935497,0.20671758325978734,10791.988059922549,7742.47746645722,-273.70776763569074,-2815.290045427663,-9404.311552641975,276.31839808509557
10,864157.7505933905,-325523422.18265504,671589433.8641515,-4182554.116931996,417281598168.5694,-639709649797.814,-6690849837.420548,-1361264860804.2686,332885670963.30963,48378855617.76634,-9.53846831092515,-4.383599560172148,0.2067170762776986,10781.284297292763,7758.918144626183,-273.5364924064878,-2809.6233558494987,-9405.696644934038,276.11697218873366
11,950573.5256527296,-326347694.9318086,671210619.5807029,-4164690.5225414014,418212807792.9755,-639038446994.187,-6714480282.196101,-1361507411721.1458,332072810676.94415,48402707773.84133,-9.538436293159334,-4.383648846972581,0.20671656736936816,10770.554402236136,7775.344983586576,-273.36457485069695,-2803.9561827300713,-9407.07822639243,275.91546564022417
12,1036989.3007120686,-327171964.9107313,670831801.0398914,-4146826.972211764,419143089055.9806,-638365825251.7394,-6738095842.8224,-1361749472884.0664,331259831151.84503,48426542513.090614,-9.538404196966532,-4.3836980922033835,0.20671605653521677,10759.798389304613,7791.7579389209195,-273.19201510952894,-2798.2885283190835,-9408.456297139883,275.7138785312969
13,1123405.0757714077,-327996232.1126463,670452978.2453157,-4128963.4661095235,420072439700.7314,-637691785772.4272,-6761696463.798601,-1361991044251.5352,330446732691.39856,48450359828.55624,-9.538372022390611,-4.383747295731163,0.2067155437756707,10749.016273131625,7808.156966218222,-273.01881332604495,-2792.6203948656052,-9409.830857300614,275.51221095368237
14,1209820.8508307468,-328820496.53078073,670074151.2005862,-4111100.0044010743,421000857471.7443,-637016329762.018,-6785282089.638682,-1362232125782.252,329633515598.9782,48474159713.28821,-9.538339769475687,-4.383796457422546,0.20671502909116182,10738.20806843209,7824.542021073981,-272.84496964515694,-2786.9517846180747,-9411.201907000332,275.31046299911185
15,1296236.6258900857,-329644758.15836596,669695319.9093245,-4093236.5872527673,421928340114.90515,-636339458430.0901,-6808852664.871442,-1362472717435.1091,328820180177.94476,48497942160.34446,-9.538307438266115,-4.38384557714418,0.20671451248212752,10727.373790002406,7840.913059090182,-272.6704842136273,-2781.282699824296,-9412.569446366231,275.1086347593176
16,1382652.4009494248,-330469016.98863745,669316484.3751642,-4075373.214830909,422854885377.46893,-635661172990.0331,-6832408134.040496,-1362712819169.1938,328006726731.6461,48521707162.79088,-9.5382750288065,-4.383894654762731,0.20671399394901077,10716.513452720455,7857.270035875301,-272.49535718006905,-2775.6131427314394,-9413.933475526994,274.9067263260326
17,1469068.176008764,-331293273.0148346,668937644.6017494,-4057509.8873017617,423780491008.0603,-634981474659.0477,-6855948441.704286,-1362952430943.7869,327193155563.4174,48545454713.7013,-9.538242541141688,-4.383943690144882,0.20671347349226013,10705.627071545607,7873.612907044302,-272.31958869494594,-2769.9431155860443,-9415.29399461279,274.7047377909906
18,1555483.9510681028,-332117526.23020107,668558800.5927366,-4039646.6048315433,424705154756.6733,-634300364658.1458,-6879473532.436069,-1363191552718.3633,326379466976.58093,48569184806.15749,-9.538209975316772,-4.383992683157339,0.20671295111232965,10694.714661518712,7889.941628218638,-272.14317891057203,-2764.272620634015,-9416.651003755278,274.5026692459262
19,1641899.726127442,-332941776.62798464,668179952.3517933,-4021783.3675864274,425628874374.67126,-633617844212.15,-6902983350.823925,-1363430184452.5913,325565661274.44617,48592897433.24919,-9.538177331377087,-4.384041633666826,0.206712426809679,10683.776237762104,7906.256155026252,-271.9661279811122,-2758.6016601206243,-9418.004503087606,274.30052078257484
20,1728315.501186781,-333766024.2014371,667801099.8825983,-4003920.1757325446,426551647614.7871,-632933914549.6943,-6926477841.470757,-1363668326106.3335,324751738760.30994,48616592588.07405,-9.538144609368217,-4.384090541540087,0.20671190058477334,10672.811815479605,7922.556443101575,-271.78843606258187,-2752.9302362905105,-9419.354492744407,274.0982924926728
